,sim_step,depth
244,244,0.04339560726476419
245,245,0.04348915327112705
246,246,0.04358249786973582
247,247,0.04367564235236059
248,248,0.04376858799701646
249,249,0.04386133606816778
250,250,0.043953887816928446
251,251,0.0440462444812584
252,252,0.04413840728615649
253,253,0.04423037744384963
254,254,0.04432215615397848
255,255,0.04441374460377964
256,256,0.04450514396826447
257,257,0.04459635541039465
258,258,0.04468738008125448
259,259,0.044778219120219974
260,260,0.04486887365512492
261,261,0.04495934480242403
262,262,0.045049633667352894
263,263,0.045139741344085306
264,264,0.04522966891588758
265,265,0.04531941745527019
266,266,0.045408988024136746
267,267,0.04549838167393025
268,268,0.04558759944577678
269,269,0.04567664237062672
270,270,0.045765511469393394
271,271,0.04585420775308942
272,272,0.04594273222296059
273,273,0.04603108587061743
274,274,0.04611926967816458
275,275,0.04620728461832785
276,276,0.04629513164503636
277,277,0.04638281167715917
278,278,0.04647032561727428
279,279,0.04655767436302061
280,280,0.04664485881047648
281,281,0.04673187985454345
282,282,0.0468187383882443
283,283,0.04690543530163552
284,284,0.04699197148068124
285,285,0.04707834780625718
286,286,0.04716456515334859
287,287,0.04725062439044976
288,288,0.04733652637914385
289,289,0.04742227197383124
290,290,0.04750786202157298
291,291,0.04759329736201926
292,292,0.047678578827398246
293,293,0.04776370724254577
294,294,0.047848683424961624
295,295,0.04793350818488235
296,296,0.04801818232536319
297,297,0.04810270664236485
298,298,0.04818708192484192
299,299,0.048271308954831234
300,300,0.048355388507539274
301,301,0.04843932135142789
302,302,0.048523108248298384
303,303,0.04860674995337382
304,304,0.048690247215379574
305,305,0.048773600776622246
306,306,0.04885681137306717
307,307,0.04893987973441442
308,308,0.04902280658417352
309,309,0.04910559263973691
310,310,0.04918823861245224
311,311,0.049270745207693416
312,312,0.049353113124930764
313,313,0.049435343057799855
314,314,0.04951743569416951
315,315,0.049599391716208675
316,316,0.0496812118004523
317,317,0.0497628966178663
318,318,0.04984444683391152
319,319,0.04992586310860673
320,320,0.050007146096590786
321,321,0.0500882964471838
322,322,0.0501693148044474
323,323,0.050250201807244245
324,324,0.05033095808929655
325,325,0.05041158427924382
326,326,0.05049208100069971
327,327,0.05057244887230817
328,328,0.05065268850779865
329,329,0.05073280051604065
330,330,0.05081278550109739
331,331,0.05089264406227878
332,332,0.05097237679419362
333,333,0.05105198428680109
334,334,0.051131467125461474
335,335,0.051210825890986196
336,336,0.05129006115968719
337,337,0.051369173503425514
338,338,0.05144816348965938
339,339,0.0515270316814914
340,340,0.05160577863771534
341,341,0.05168440491286206
342,342,0.051762911057244974
343,343,0.05184129761700477
344,344,0.05191956513415361
345,345,0.0519977141466187
346,346,0.052075745188285234
347,347,0.05215365878903881
348,348,0.052231455474807266
349,349,0.05230913576760193
350,350,0.05238670018555837
351,351,0.05246414924297648
352,352,0.05254148345036023
353,353,0.05261870331445669
354,354,0.05269580933829467
355,355,0.052772802021222816
356,356,0.05284968185894714
357,357,0.05292644934356821
358,358,0.05300310496361767
359,359,0.05307964920409441
360,360,0.05315608254650024
361,361,0.05323240546887513
362,362,0.05330861844583186
363,363,0.053384721948590404
364,364,0.053460716445011755
365,365,0.05353660239963139
366,366,0.05361238027369224
367,367,0.05368805052517727
368,368,0.053763613608841666
369,369,0.0538390699762446
370,370,0.05391442007578059
371,371,0.05398966435271043
372,372,0.05406480324919183
373,373,0.05413983720430957
374,374,0.054214766654105316
375,375,0.05428959203160708
376,376,0.05436431376685832
377,377,0.05443893228694662
378,378,0.054513448016032105
379,379,0.054587861375375454
380,380,0.0546621727833655
381,381,0.0547363826555467
382,382,0.05481049140464602
383,383,0.054884499440599664
384,384,0.054958407170579406
385,385,0.055032214999018655
386,386,0.055105923327638105
387,387,0.05517953255547123
388,388,0.0552530430788893
389,389,0.055326455291626234
390,390,0.05539976958480312
391,391,0.05547298634695236
392,392,0.05554610596404165
393,393,0.05561912881949763
394,394,0.0556920552942292
395,395,0.05576488576665063
396,396,0.05583762061270439
397,397,0.05591026020588369
398,398,0.05598280491725474
399,399,0.05605525511547881
400,400,0.05612761116683397
401,401,0.05619987343523662
402,402,0.05627204228226277
403,403,0.056344118067169
404,404,0.05641610114691332
405,405,0.05648799187617564
406,406,0.056559790607378126
407,407,0.05663149769070523
408,408,0.05670311347412357
409,409,0.056774638303401535
410,410,0.05684607252212864
411,411,0.056917416471734796
412,412,0.05698867049150915
413,413,0.05705983491861893
414,414,0.05713091008812793
415,415,0.05720189633301485
416,416,0.05727279398419142
417,417,0.057343603370520295
418,418,0.05741432481883282
419,419,0.057484958653946525
420,420,0.05755550519868247
421,421,0.05762596477388239
422,422,0.05769633769842561
423,423,0.057766624289245845
424,424,0.057836824861347766
425,425,0.05790693972782341
426,426,0.05797696919986838
427,427,0.058046913586797935
428,428,0.05811677319606281
429,429,0.05818654833326492
430,430,0.05825623930217292
431,431,0.05832584640473754
432,432,0.0583953699411068
433,433,0.058464810209641026
434,434,0.05853416750692775
435,435,0.05860344212779636
436,436,0.05867263436533275
437,437,0.058741744510893645
438,438,0.05881077285412089
439,439,0.058879719682955536
440,440,0.05894858528365181
441,441,0.05901736994079088
442,442,0.05908607393729458
443,443,0.05915469755443882
444,444,0.059223241071867085
445,445,0.05929170476760358
446,446,0.059360088918066364
447,447,0.05942839379808031
448,448,0.05949661968088993
449,449,0.059564766838172044
450,450,0.0596328355400484
451,451,0.05970082605509806
452,452,0.059768738650369746
453,453,0.05983657359139399
454,454,0.05990433114219519
455,455,0.059972011565303567
456,456,0.06003961512176697
457,457,0.06010714207116257
458,458,0.06017459267160843
459,459,0.06024196717977495
460,460,0.06030926585089625
461,461,0.060376488938781364
462,462,0.060443636695825344
463,463,0.060510709373020326
464,464,0.060577707219966345
465,465,0.06064463048488219
466,466,0.06071147941461604
467,467,0.060778254254656064
468,468,0.060844955249140874
469,469,0.06091158264086988
470,470,0.060978136671313556
471,471,0.061044617580623656
472,472,0.0611110256076432
473,473,0.06117736098991648
474,474,0.06124362396369891
475,475,0.061309814763966804
476,476,0.06137593362442707
477,477,0.06144198077752676
478,478,0.061507956454462547
479,479,0.061573860885190186
480,480,0.061639694298433766
481,481,0.061705456921694934
482,482,0.06177114898126202
483,483,0.06183677070221913
484,484,0.06190232230845502
485,485,0.061967804022672025
486,486,0.06203321606639481
487,487,0.062098558659979076
488,488,0.06216383202262022
489,489,0.0622290363723618
490,490,0.06229417192610407
491,491,0.06235923889961228
492,492,0.06242423750752502
493,493,0.06248916796336246
494,494,0.06255403047953442
495,495,0.06261882526734851
496,496,0.06268355253701809
497,497,0.0627482124976702
498,498,0.06281280535735337
499,499,0.06287733132304542
500,500,0.06294179060066121
501,501,0.06300618339506014
502,502,0.06307050991005383
503,503,0.06313477034841357
504,504,0.06319896491187771
505,505,0.06326309380115902
506,506,0.06332715721595202
507,507,0.06339115535494015
508,508,0.06345508841580297
509,509,0.06351895659522319
510,510,0.06358276008889373
511,511,0.0636464990915247
512,512,0.06371017379685023
513,513,0.06377378439763538
514,514,0.06383733108568289
515,515,0.06390081405183984
516,516,0.06396423348600438
517,517,0.0640275895771323
518,518,0.06409088251324352
519,519,0.06415411248142865
520,520,0.06421727966785533
521,521,0.06428038425777462
522,522,0.06434342643552735
523,523,0.06440640638455027
524,524,0.0644693242873824
525,525,0.064532180325671
526,526,0.06459497468017775
527,527,0.06465770753078477
528,528,0.06472037905650063
529,529,0.06478298943546622
530,530,0.06484553884496064
531,531,0.06490802746140706
532,532,0.06497045546037848
533,533,0.06503282301660347
534,534,0.0650951303039718
535,535,0.06515737749554006
536,536,0.06521956476353735
537,537,0.06528169227937071
538,538,0.0653437602136306
539,539,0.06540576873609637
540,540,0.06546771801574168
541,541,0.06552960822073974
542,542,0.06559143951846873
543,543,0.065653212075517
544,544,0.06571492605768824
545,545,0.06577658163000671
546,546,0.06583817895672234
547,547,0.06589971820131575
548,548,0.06596119952650341
549,549,0.06602262309424249
550,550,0.06608398906573593
551,551,0.06614529760143728
552,552,0.06620654886105558
553,553,0.06626774300356023
554,554,0.06632888018718569
555,555,0.06638996056943632
556,556,0.06645098430709105
557,557,0.06651195155620802
558,558,0.06657286247212929
559,559,0.06663371720948534
560,560,0.06669451592219969
561,561,0.06675525876349338
562,562,0.0668159458858895
563,563,0.06687657744121756
564,564,0.06693715358061796
565,565,0.06699767445454635
566,566,0.06705814021277794
567,567,0.06711855100441183
568,568,0.06717890697787525
569,569,0.06723920828092782
570,570,0.06729945506066572
571,571,0.06735964746352587
572,572,0.06741978563529004
573,573,0.06747986972108899
574,574,0.06753989986540648
575,575,0.06759987621208335
576,576,0.06765979890432147
577,577,0.06771966808468774
578,578,0.06777948389511804
579,579,0.06783924647692106
580,580,0.0678989559707823
581,581,0.06795861251676777
582,582,0.06801821625432788
583,583,0.06807776732230124
584,584,0.06813726585891837
585,585,0.06819671200180545
586,586,0.06825610588798794
587,587,0.06831544765389437
588,588,0.06837473743535988
589,589,0.06843397536762987
590,590,0.06849316158536352
591,591,0.06855229622263746
592,592,0.06861137941294916
593,593,0.0686704112892205
594,594,0.06872939198380122
595,595,0.0687883216284724
596,596,0.06884720035444981
597,597,0.06890602829238734
598,598,0.06896480557238034
599,599,0.069023532323969
600,600,0.06908220867614163
601,601,0.06914083475733794
602,602,0.0691994106954523
603,603,0.069257936617837
604,604,0.06931641265130548
605,605,0.06937483892213542
606,606,0.06943321555607206
607,607,0.06949154267833117
608,608,0.06954982041360229
609,609,0.06960804888605175
610,610,0.0696662282193258
611,611,0.06972435853655361
612,612,0.06978243996035025
613,613,0.06984047261281984
614,614,0.06989845661555835
615,615,0.06995639208965668
616,616,0.07001427915570353
617,617,0.07007211793378834
618,618,0.07012990854350416
619,619,0.07018765110395056
620,620,0.07024534573373639
621,621,0.07030299255098273
622,622,0.07036059167332556
623,623,0.07041814321791864
624,624,0.07047564730143627
625,625,0.07053310404007596
626,626,0.07059051354956121
627,627,0.07064787594514421
628,628,0.07070519134160855
629,629,0.07076245985327177
630,630,0.0708196815939882
631,631,0.07087685667715135
632,632,0.07093398521569673
633,633,0.07099106732210428
634,634,0.07104810310840104
635,635,0.07110509268616365
636,636,0.07116203616652086
637,637,0.07121893366015615
638,638,0.07127578527731006
639,639,0.07133259112778284
640,640,0.07138935132093675
641,641,0.07144606596569865
642,642,0.07150273517056231
643,643,0.07155935904359086
644,644,0.07161593769241921
645,645,0.07167247122425636
646,646,0.07172895974588779
647,647,0.07178540336367781
648,648,0.07184180218357183
649,649,0.07189815631109879
650,650,0.07195446585137326
651,651,0.0720107309090979
652,652,0.07206695158856559
653,653,0.07212312799366173
654,654,0.07217926022786644
655,655,0.07223534839425681
656,656,0.07229139259550904
657,657,0.07234739293390066
658,658,0.07240334951131266
659,659,0.07245926242923172
660,660,0.07251513178875221
661,661,0.07257095769057845
662,662,0.07262674023502669
663,663,0.0726824795220273
664,664,0.0727381756511268
665,665,0.07279382872148987
666,666,0.07284943883190155
667,667,0.07290500608076912
668,668,0.07296053056612416
669,669,0.07301601238562458
670,670,0.07307145163655662
671,671,0.07312684841583682
672,672,0.07318220282001393
673,673,0.07323751494527093
674,674,0.07329278488742694
675,675,0.07334801274193914
676,676,0.07340319860390469
677,677,0.07345834256806265
678,678,0.07351344472879581
679,679,0.0735685051801326
680,680,0.07362352401574895
681,681,0.07367850132897012
682,682,0.07373343721277259
683,683,0.07378833175978577
684,684,0.07384318506229395
685,685,0.073897997212238
686,686,0.07395276830121719
687,687,0.07400749842049092
688,688,0.07406218766098059
689,689,0.07411683611327126
690,690,0.07417144386761337
691,691,0.07422601101392459
692,692,0.07428053764179139
693,693,0.07433502384047085
694,694,0.07438946969889229
695,695,0.074443875305659
696,696,0.07449824074904988
697,697,0.07455256611702112
698,698,0.07460685149720783
699,699,0.07466109697692568
700,700,0.07471530264317257
701,701,0.07476946858263017
702,702,0.07482359488166562
703,703,0.07487768162633303
704,704,0.07493172890237514
705,705,0.07498573679522486
706,706,0.07503970539000683
707,707,0.07509363477153902
708,708,0.07514752502433422
709,709,0.0752013762326016
710,710,0.07525518848024824
711,711,0.07530896185088065
712,712,0.07536269642780623
713,713,0.07541639229403485
714,714,0.07547004953228025
715,715,0.07552366822496155
716,716,0.07557724845420476
717,717,0.07563079030184415
718,718,0.07568429384942378
719,719,0.0757377591781989
720,720,0.07579118636913738
721,721,0.07584457550292115
722,722,0.07589792665994757
723,723,0.07595123992033091
724,724,0.07600451536390368
725,725,0.076057753070218
726,726,0.07611095311854704
727,727,0.07616411558788638
728,728,0.07621724055695529
729,729,0.07627032810419818
730,730,0.07632337830778588
731,731,0.07637639124561699
732,732,0.07642936699531924
733,733,0.07648230563425076
734,734,0.07653520723950141
735,735,0.07658807188789403
736,736,0.07664089965598585
737,737,0.07669369062006966
738,738,0.07674644485617514
739,739,0.07679916244007017
740,740,0.07685184344726195
741,741,0.07690448795299841
742,742,0.07695709603226937
743,743,0.07700966775980779
744,744,0.07706220321009102
745,745,0.07711470245734202
746,746,0.07716716557553052
747,747,0.07721959263837433
748,748,0.07727198371934044
749,749,0.07732433889164629
750,750,0.0773766582282609
751,751,0.07742894180190603
752,752,0.0774811896850575
753,753,0.07753340194994617
754,754,0.07758557866855915
755,755,0.07763771991264105
756,756,0.077689825753695
757,757,0.0777418962629838
758,758,0.07779393151153115
759,759,0.07784593157012266
760,760,0.077897896509307
761,761,0.07794982639939704
762,762,0.07800172131047092
763,763,0.07805358131237321
764,764,0.07810540647471585
765,765,0.0781571968668794
766,766,0.07820895255801401
767,767,0.0782606736170405
768,768,0.07831236011265151
769,769,0.07836401211331247
770,770,0.07841562968726264
771,771,0.07846721290251625
772,772,0.0785187618268634
773,773,0.07857027652787127
774,774,0.07862175707288492
775,775,0.07867320352902857
776,776,0.07872461596320636
777,777,0.07877599444210356
778,778,0.07882733903218744
779,779,0.07887864979970835
780,780,0.07892992681070063
781,781,0.0789811701309837
782,782,0.07903237982616292
783,783,0.07908355596163066
784,784,0.07913469860256724
785,785,0.07918580781394183
786,786,0.0792368836605135
787,787,0.0792879262068321
788,788,0.07933893551723926
789,789,0.07938991165586927
790,790,0.07944085468665009
791,791,0.07949176467330417
792,792,0.0795426416793495
793,793,0.07959348576810045
794,794,0.07964429700266867
795,795,0.07969507544596406
796,796,0.07974582116069562
797,797,0.07979653420937237
798,798,0.07984721465430422
799,799,0.07989786255760288
800,800,0.07994847798118279
801,801,0.07999906098676188
802,802,0.08004961163586252
803,803,0.08010012998981236
804,804,0.08015061610974523
805,805,0.08020107005660197
806,806,0.08025149189113122
807,807,0.0803018816738904
808,808,0.08035223946524643
809,809,0.08040256532537668
810,810,0.08045285931426968
811,811,0.08050312149172603
812,812,0.08055335191735924
813,813,0.08060355065059646
814,814,0.08065371775067935
815,815,0.0807038532766649
816,816,0.08075395728742622
817,817,0.08080402984165337
818,818,0.08085407099785406
819,819,0.08090408081435459
820,820,0.0809540593493005
821,821,0.08100400666065742
822,822,0.08105392280621186
823,823,0.08110380784357193
824,824,0.08115366183016817
825,825,0.08120348482325429
826,826,0.0812532768799079
827,827,0.08130303805703133
828,828,0.08135276841135233
829,829,0.08140246799942484
830,830,0.08145213687762975
831,831,0.08150177510217561
832,832,0.08155138272909938
833,833,0.08160095981426718
834,834,0.08165050641337498
835,835,0.08170002258194936
836,836,0.08174950837534824
837,837,0.0817989638487615
838,838,0.08184838905721183
839,839,0.0818977840555554
840,840,0.08194714889848244
841,841,0.08199648364051813
842,842,0.0820457883360232
843,843,0.08209506303919462
844,844,0.08214430780406627
845,845,0.0821935226845097
846,846,0.08224270773423478
847,847,0.0822918630067903
848,848,0.08234098855556479
849,849,0.08239008443378708
850,850,0.08243915069452702
851,851,0.08248818739069612
852,852,0.08253719457504823
853,853,0.08258617230018014
854,854,0.08263512061853236
855,855,0.08268403958238961
856,856,0.08273292924388159
857,857,0.08278178965498359
858,858,0.08283062086751708
859,859,0.08287942293315041
860,860,0.08292819590339943
861,861,0.08297693982962806
862,862,0.08302565476304903
863,863,0.08307434075472439
864,864,0.08312299785556618
865,865,0.08317162611633706
866,866,0.08322022558765092
867,867,0.08326879631997344
868,868,0.08331733836362275
869,869,0.08336585176877002
870,870,0.08341433658544006
871,871,0.0834627928635119
872,872,0.0835112206527194
873,873,0.08355962000265187
874,874,0.08360799096275458
875,875,0.08365633358232943
876,876,0.08370464791053547
877,877,0.08375293399638951
878,878,0.0838011918887667
879,879,0.08384942163640104
880,880,0.08389762328788607
881,881,0.08394579689167533
882,882,0.08399394249608301
883,883,0.08404206014928434
884,884,0.0840901498993164
885,885,0.08413821179407846
886,886,0.0841862458813327
887,887,0.08423425220870456
888,888,0.08428223082368355
889,889,0.08433018177362349
890,890,0.08437810510574334
891,891,0.08442600086712754
892,892,0.08447386910472658
893,893,0.08452170986535766
894,894,0.08456952319570504
895,895,0.08461730914232073
896,896,0.08466506775162484
897,897,0.08471279906990627
898,898,0.08476050314332312
899,899,0.0848081800179033
900,900,0.08485582973954492
901,901,0.0849034523540169
902,902,0.08495104790695947
903,903,0.08499861644388458
904,904,0.08504615801017658
905,905,0.08509367265109256
906,906,0.08514116041176291
907,907,0.08518862133719185
908,908,0.08523605547225784
909,909,0.08528346286171413
910,910,0.08533084355018927
911,911,0.08537819758218755
912,912,0.08542552500208946
913,913,0.08547282585415228
914,914,0.08552010018251041
915,915,0.085567348031176
916,916,0.08561456944403928
917,917,0.08566176446486914
918,918,0.08570893313731358
919,919,0.08575607550490014
920,920,0.08580319161103633
921,921,0.08585028149901022
922,922,0.0858973452119908
923,923,0.08594438279302845
924,924,0.0859913942850554
925,925,0.08603837973088624
926,926,0.08608533917321827
927,927,0.08613227265463205
928,928,0.08617918021759179
929,929,0.08622606190444576
930,930,0.08627291775742683
931,931,0.08631974781865283
932,932,0.08636655213012698
933,933,0.08641333073373844
934,934,0.08646008367126266
935,935,0.08650681098436173
936,936,0.08655351271458496
937,937,0.08660018890336924
938,938,0.08664683959203945
939,939,0.08669346482180894
940,940,0.08674006463377983
941,941,0.08678663906894363
942,942,0.08683318816818146
943,943,0.08687971197226457
944,944,0.08692621052185472
945,945,0.0869726838575046
946,946,0.08701913201965825
947,947,0.08706555504865145
948,948,0.08711195298471212
949,949,0.08715832586796078
950,950,0.08720467373841084
951,951,0.08725099663596912
952,952,0.08729729460043616
953,953,0.08734356767150667
954,954,0.08738981588876989
955,955,0.08743603929170998
956,956,0.08748223791970648
957,957,0.08752841181203458
958,958,0.08757456100786562
959,959,0.08762068554626738
960,960,0.08766678546620454
961,961,0.087712860806539
962,962,0.0877589116060303
963,963,0.087804937903336
964,964,0.08785093973701201
965,965,0.08789691714551301
966,966,0.08794287016719278
967,967,0.08798879884030462
968,968,0.08803470320300172
969,969,0.08808058329333743
970,970,0.08812643914926573
971,971,0.08817227080864157
972,972,0.08821807830922122
973,973,0.0882638616886626
974,974,0.08830962098452567
975,975,0.08835535623427286
976,976,0.08840106747526923
977,977,0.088446754744783
978,978,0.08849241807998584
979,979,0.08853805751795325
980,980,0.08858367309566484
981,981,0.08862926485000475
982,982,0.08867483281776192
983,983,0.08872037703563053
984,984,0.08876589754021025
985,985,0.08881139436800661
986,986,0.0888568675554314
987,987,0.08890231713880291
988,988,0.0889477431543463
989,989,0.08899314563819398
990,990,0.0890385246263859
991,991,0.08908388015486984
992,992,0.08912921225950188
993,993,0.08917452097604653
994,994,0.08921980634017723
995,995,0.08926506838747657
996,996,0.08931030715343669
997,997,0.0893555226734595
998,998,0.08940071498285711
999,999,0.08944588411685207
1000,1000,0.08949103011057774
1001,1001,0.08953615299907859
1002,1002,0.0895812528173105
1003,1003,0.08962632960014105
1004,1004,0.0896713833823499
1005,1005,0.08971641419862904
1006,1006,0.08976142208358315
1007,1007,0.08980640707172988
1008,1008,0.08985136919750013
1009,1009,0.08989630849523837
1010,1010,0.08994122499920303
1011,1011,0.08998611874356664
1012,1012,0.09003098976241626
1013,1013,0.09007583808975371
1014,1014,0.09012066375949597
1015,1015,0.09016546680547531
1016,1016,0.09021024726143968
1017,1017,0.0902550051610531
1018,1018,0.09029974053789575
1019,1019,0.09034445342546439
1020,1020,0.09038914385717266
1021,1021,0.0904338118663513
1022,1022,0.09047845748624848
1023,1023,0.09052308075003011
1024,1024,0.09056768169078004
1025,1025,0.09061226034150038
1026,1026,0.0906568167351119
1027,1027,0.0907013509044541
1028,1028,0.09074586288228563
1029,1029,0.09079035270128459
1030,1030,0.0908348203940487
1031,1031,0.09087926599309566
1032,1032,0.09092368953086337
1033,1033,0.09096809103971026
1034,1034,0.0910124705519155
1035,1035,0.09105682809967933
1036,1036,0.0911011637151233
1037,1037,0.09114547743029057
1038,1038,0.09118976927714607
1039,1039,0.09123403928757692
1040,1040,0.09127828749339262
1041,1041,0.09132251392632526
1042,1042,0.0913667186180299
1043,1043,0.09141090160008479
1044,1044,0.09145506290399154
1045,1045,0.0914992025611755
1046,1046,0.09154332060298595
1047,1047,0.09158741706069641
1048,1048,0.09163149196550481
1049,1049,0.09167554534853388
1050,1050,0.09171957724083125
1051,1051,0.09176358767336983
1052,1052,0.09180757667704799
1053,1053,0.09185154428268982
1054,1054,0.09189549052104543
1055,1055,0.09193941542279109
1056,1056,0.09198331901852962
1057,1057,0.0920272013387905
1058,1058,0.09207106241403022
1059,1059,0.09211490227463245
1060,1060,0.09215872095090838
1061,1061,0.09220251847309684
1062,1062,0.0922462948713549
1063,1063,0.09229005017544578
